County,State,FIPS,Population
Grand Forks,ND,38035,69451
Grant,ND,38037,2274
Griggs,ND,38039,2231
Hettinger,ND,38041,2499
Kidder,ND,38043,2480
LaMoure,ND,38045,4046
Logan,ND,38047,1850
McHenry,ND,38049,5745
McIntosh,ND,38051,2497
McKenzie,ND,38053,15024
McLean,ND,38055,9450
Mercer,ND,38057,8187
Morton,ND,38059,31364
Mountrail,ND,38061,10545
Nelson,ND,38063,2879
Oliver,ND,38065,1959
Pembina,ND,38067,6801
Pierce,ND,38069,3975
Ramsey,ND,38071,11519
Ransom,ND,38073,5218
Renville,ND,38075,2327
Richland,ND,38077,16177
Rolette,ND,38079,14176
Sargent,ND,38081,3898
Sheridan,ND,38083,1315
Sioux,ND,38085,4230
Slope,ND,38087,750
Stark,ND,38089,31489
Steele,ND,38091,1890
Stutsman,ND,38093,20704
Towner,ND,38095,2189
Traill,ND,38097,8036
Walsh,ND,38099,10641
Ward,ND,38101,67641
Wells,ND,38103,3834
Williams,ND,38105,37589
Adams,OH,39001,27698
Allen,OH,39003,102351
Ashland,OH,39005,53484
Ashtabula,OH,39007,97241
Athens,OH,39009,65327
Auglaize,OH,39011,45656
Belmont,OH,39013,67006
Brown,OH,39015,43432
Butler,OH,39017,383134
Carroll,OH,39019,26914
Champaign,OH,39021,38885
Clark,OH,39023,134083
Clermont,OH,39025,206428
Clinton,OH,39027,41968
Columbiana,OH,39029,101883
Coshocton,OH,39031,36600
Crawford,OH,39033,41494
Cuyahoga,OH,39035,1235072
Darke,OH,39037,51113
Defiance,OH,39039,38087
Delaware,OH,39041,209177
Erie,OH,39043,74266
Fairfield,OH,39045,157574
Fayette,OH,39047,28525
Franklin,OH,39049,1316756
Fulton,OH,39051,42126
Gallia,OH,39053,29898
Geauga,OH,39055,93649
Greene,OH,39057,168937
Guernsey,OH,39059,38875
Hamilton,OH,39061,817473
Hancock,OH,39063,75783
Hardin,OH,39065,31365
Harrison,OH,39067,15040
Henry,OH,39069,27006
Highland,OH,39071,43161
Hocking,OH,39073,28264
Holmes,OH,39075,43960
Huron,OH,39077,58266
Jackson,OH,39079,32413
Jefferson,OH,39081,65325
Knox,OH,39083,62322
Lake,OH,39085,230149
Lawrence,OH,39087,59463
Licking,OH,39089,176862
Logan,OH,39091,45672
Lorain,OH,39093,309833
Lucas,OH,39095,428348
Madison,OH,39097,44731
Mahoning,OH,39099,228683
Marion,OH,39101,65093
Medina,OH,39103,179746
Meigs,OH,39105,22907
Mercer,OH,39107,41172
Miami,OH,39109,106987
Monroe,OH,39111,13654
Montgomery,OH,39113,531687
Morgan,OH,39115,14508
Morrow,OH,39117,35328
Muskingum,OH,39119,86215
Noble,OH,39121,14424
Ottawa,OH,39123,40525
Paulding,OH,39125,18672
Perry,OH,39127,36134
Pickaway,OH,39129,58457
Pike,OH,39131,27772
Portage,OH,39133,162466
Preble,OH,39135,40882
Putnam,OH,39137,33861
Richland,OH,39139,121154
Ross,OH,39141,76666
Sandusky,OH,39143,58518
Scioto,OH,39145,75314
Seneca,OH,39147,55178
Shelby,OH,39149,48590
Stark,OH,39151,370606
Summit,OH,39153,541013
Trumbull,OH,39155,197974
Tuscarawas,OH,39157,91987
Union,OH,39159,58988
Van Wert,OH,39161,28275
Vinton,OH,39163,13085
Warren,OH,39165,234602
Washington,OH,39167,59911
Wayne,OH,39169,115710
Williams,OH,39171,36692
Wood,OH,39173,130817
Wyandot,OH,39175,21772
Adair,OK,40001,22194
Alfalfa,OK,40003,5702
Atoka,OK,40005,13758
Beaver,OK,40007,5311
Beckham,OK,40009,21859
Blaine,OK,40011,9429
Bryan,OK,40013,47995
Caddo,OK,40015,28762
Canadian,OK,40017,148306
Carter,OK,40019,48111
Cherokee,OK,40021,48657
Choctaw,OK,40023,14672
Cimarron,OK,40025,2137
Cleveland,OK,40027,284014
Coal,OK,40029,5495
Comanche,OK,40031,120749
Cotton,OK,40033,5666
Craig,OK,40035,14142
Creek,OK,40037,71522
Custer,OK,40039,29003
Delaware,OK,40041,43009
Dewey,OK,40043,4891
Ellis,OK,40045,3859
Garfield,OK,40047,61056
Garvin,OK,40049,27711
Grady,OK,40051,55834
Grant,OK,40053,4333
Greer,OK,40055,5712
Harmon,OK,40057,2653
Harper,OK,40059,3688
Haskell,OK,40061,12627
Hughes,OK,40063,13279
Jackson,OK,40065,24530
Jefferson,OK,40067,6002
Johnston,OK,40069,11085
Kay,OK,40071,43538
Kingfisher,OK,40073,15765
Kiowa,OK,40075,8708
Latimer,OK,40077,10073
Le Flore,OK,40079,49853
Lincoln,OK,40081,34877
Logan,OK,40083,48011
Love,OK,40085,10253
McClain,OK,40087,40474
McCurtain,OK,40089,32832
McIntosh,OK,40091,19596
Major,OK,40093,7629
Marshall,OK,40095,16931
Mayes,OK,40097,41100
Murray,OK,40099,14073
Muskogee,OK,40101,67997
Noble,OK,40103,11131
Nowata,OK,40105,10076
Okfuskee,OK,40107,11993
Oklahoma,OK,40109,797434
Okmulgee,OK,40111,38465
Osage,OK,40113,46963
Ottawa,OK,40115,31127
Pawnee,OK,40117,16376
Payne,OK,40119,81784
Pittsburg,OK,40121,43654
Pontotoc,OK,40123,38284
Pottawatomie,OK,40125,72592
Pushmataha,OK,40127,11096
Roger Mills,OK,40129,3583
Rogers,OK,40131,92459
Seminole,OK,40133,24258
Sequoyah,OK,40135,41569
Stephens,OK,40137,43143
Texas,OK,40139,19983
Tillman,OK,40141,7250
Tulsa,OK,40143,651552
Wagoner,OK,40145,81289
Washington,OK,40147,51527
Washita,OK,40149,10916
Woods,OK,40151,8793
Woodward,OK,40153,20211
Baker,OR,41001,16124
Benton,OR,41003,93053
Clackamas,OR,41005,418187
Clatsop,OR,41007,40224
Columbia,OR,41009,52354
Coos,OR,41011,64487
Crook,OR,41013,24404
Curry,OR,41015,22925
Deschutes,OR,41017,197692
Douglas,OR,41019,110980
Gilliam,OR,41021,1912
Grant,OR,41023,7199
Harney,OR,41025,7393
Hood River,OR,41027,23382
Jackson,OR,41029,220944
Jefferson,OR,41031,24658
Josephine,OR,41033,87487
Klamath,OR,41035,68238
Lake,OR,41037,7869
Lane,OR,41039,382067
Lincoln,OR,41041,49962
Linn,OR,41043,129749
Malheur,OR,41045,30571
Marion,OR,41047,347818
Morrow,OR,41049,11603
Multnomah,OR,41051,812855
Polk,OR,41053,86085
Sherman,OR,41055,1780
Tillamook,OR,41057,27036
Umatilla,OR,41059,77950
Union,OR,41061,26835
Wallowa,OR,41063,7208
Wasco,OR,41065,26682
Washington,OR,41067,601592
Yamhill,OR,41071,107100
Adams,PA,42001,103009
Allegheny,PA,42003,1216045
Armstrong,PA,42005,64735
Beaver,PA,42007,163929
Bedford,PA,42009,47888
Berks,PA,42011,421164
Blair,PA,42013,121829
Bradford,PA,42015,60323
Bucks,PA,42017,628270
Butler,PA,42019,187853
Cambria,PA,42021,130192
Cameron,PA,42023,4447
Carbon,PA,42025,64182
Centre,PA,42027,162385
Chester,PA,42029,524989
Clarion,PA,42031,38438
Clearfield,PA,42033,79255
Clinton,PA,42035,38632
Columbia,PA,42037,64964
Crawford,PA,42039,84629
Cumberland,PA,42041,253370
Dauphin,PA,42043,278299
Delaware,PA,42045,566747
Elk,PA,42047,29910
Erie,PA,42049,269728
Fayette,PA,42051,129274
Forest,PA,42053,7247
Franklin,PA,42055,155027
Fulton,PA,42057,14530
Greene,PA,42059,36233
Huntingdon,PA,42061,45144
Indiana,PA,42063,84073
Jefferson,PA,42065,43425
Juniata,PA,42067,24763
Lackawanna,PA,42069,209674
Lancaster,PA,42071,545724
Lawrence,PA,42073,85512
Lebanon,PA,42075,141793
Lehigh,PA,42077,369318
Luzerne,PA,42079,317417
Lycoming,PA,42081,113299
McKean,PA,42083,40625
Mercer,PA,42085,109424
Mifflin,PA,42087,46138
Monroe,PA,42089,170271
Montgomery,PA,42091,830915
Montour,PA,42093,18230
Northampton,PA,42095,305285
Northumberland,PA,42097,90843
Perry,PA,42099,46272
Philadelphia,PA,42101,1584064
Pike,PA,42103,55809
Potter,PA,42105,16526
Schuylkill,PA,42107,141359
Snyder,PA,42109,40372
Somerset,PA,42111,73447
Sullivan,PA,42113,6066
Susquehanna,PA,42115,40328
Tioga,PA,42117,40591
Union,PA,42119,44923
Venango,PA,42121,50668
Warren,PA,42123,39191
Washington,PA,42125,206865
Wayne,PA,42127,51361
Westmoreland,PA,42129,348899
Wyoming,PA,42131,26794
York,PA,42133,449058
Bristol,RI,44001,48479
Kent,RI,44003,164292
Newport,RI,44005,82082
Providence,RI,44007,638931
Washington,RI,44009,125577
Abbeville,SC,45001,24527
Aiken,SC,45003,170872
Allendale,SC,45005,8688
Anderson,SC,45007,202558
Bamberg,SC,45009,14066
Barnwell,SC,45011,20866
Beaufort,SC,45013,192122
Berkeley,SC,45015,227907
Calhoun,SC,45017,14553
Charleston,SC,45019,411406
Cherokee,SC,45021,57300
Chester,SC,45023,32244
Chesterfield,SC,45025,45650
Clarendon,SC,45027,33745
Colleton,SC,45029,37677
Darlington,SC,45031,66618
Dillon,SC,45033,30479
Dorchester,SC,45035,162809
Edgefield,SC,45037,27260
Fairfield,SC,45039,22347
Florence,SC,45041,138293
Georgetown,SC,45043,62680
Greenville,SC,45045,523542
Greenwood,SC,45047,70811
Hampton,SC,45049,19222
Horry,SC,45051,354081
Jasper,SC,45053,30073
Kershaw,SC,45055,66551
Lancaster,SC,45057,98012
Laurens,SC,45059,67493
Lee,SC,45061,16828
Lexington,SC,45063,298750
McCormick,SC,45065,9463
Marion,SC,45067,30657
Marlboro,SC,45069,26118
Newberry,SC,45071,38440
Oconee,SC,45073,79546
Orangeburg,SC,45075,86175
Pickens,SC,45077,126884
Richland,SC,45079,415759
Saluda,SC,45081,20473
Spartanburg,SC,45083,319785
Sumter,SC,45085,106721
Union,SC,45087,27316
Williamsburg,SC,45089,30368
York,SC,45091,280979
Aurora,SD,46003,2751
Beadle,SD,46005,18453
Bennett,SD,46007,3365
Bon Homme,SD,46009,6901
Brookings,SD,46011,35077
Brown,SD,46013,38839
Brule,SD,46015,5297
Buffalo,SD,46017,1962
Butte,SD,46019,10429
Campbell,SD,46021,1376
Charles Mix,SD,46023,9292
Clark,SD,46025,3736
Clay,SD,46027,14070
Codington,SD,46029,28009
Corson,SD,46031,4086
Custer,SD,46033,8972
Davison,SD,46035,19775
Day,SD,46037,5424
Deuel,SD,46039,4351
Dewey,SD,46041,5892
Douglas,SD,46043,2921
Edmunds,SD,46045,3829
Fall River,SD,46047,6713
Faulk,SD,46049,2299
Grant,SD,46051,7052
Gregory,SD,46053,4185
Haakon,SD,46055,1899
Hamlin,SD,46057,6164
Hand,SD,46059,3191
Hanson,SD,46061,3453
Hughes,SD,46065,17526
Hutchinson,SD,46067,7291
Hyde,SD,46069,1301
Jackson,SD,46071,3344
Jerauld,SD,46073,2013
Jones,SD,46075,903
Kingsbury,SD,46077,4939
Lake,SD,46079,12797
Lawrence,SD,46081,25844
Lincoln,SD,46083,61128
Lyman,SD,46085,3781
McCook,SD,46087,5586
McPherson,SD,46089,2379
Marshall,SD,46091,4935
Meade,SD,46093,28332
Mellette,SD,46095,2061
Miner,SD,46097,2216
Minnehaha,SD,46099,193134
Moody,SD,46101,6576
Oglala Lakota,SD,46102,14177
Pennington,SD,46103,113775
Perkins,SD,46105,2865
Roberts,SD,46109,10394
Sanborn,SD,46111,2344
Spink,SD,46115,6376
Stanley,SD,46117,3098
Sully,SD,46119,1391
Todd,SD,46121,10177
Tripp,SD,46123,5441
Turner,SD,46125,8384
Union,SD,46127,15932
Walworth,SD,46129,5435
Yankton,SD,46135,22814
Ziebach,SD,46137,2756
Anderson,TN,47001,76978
Bedford,TN,47003,49713
Benton,TN,47005,16160
Bledsoe,TN,47007,15064
Blount,TN,47009,133088
Bradley,TN,47011,108110
Campbell,TN,47013,39842
Cannon,TN,47015,14678
Carroll,TN,47017,27767
Carter,TN,47019,56391
Cheatham,TN,47021,40667
Chester,TN,47023,17297
Claiborne,TN,47025,31959
Clay,TN,47027,7615
Cocke,TN,47029,36004
Coffee,TN,47031,56520
Crockett,TN,47033,14230
Cumberland,TN,47035,60520
Davidson,TN,47037,694144
Decatur,TN,47039,11663
DeKalb,TN,47041,20490
Dickson,TN,47043,53948
Dyer,TN,47045,37159
Fayette,TN,47047,41133
Fentress,TN,47049,18523
Franklin,TN,47051,42208
Gibson,TN,47053,49133
Giles,TN,47055,29464
Grainger,TN,47057,23320
Greene,TN,47059,69069
Grundy,TN,47061,13427
Hamblen,TN,47063,64934
Hamilton,TN,47065,367804
Hancock,TN,47067,6620
Hardeman,TN,47069,25050
Hardin,TN,47071,25652
Hawkins,TN,47073,56786
Haywood,TN,47075,17304
Henderson,TN,47077,28117
Henry,TN,47079,32345
Hickman,TN,47081,25178
Houston,TN,47083,8201
Humphreys,TN,47085,18582
Jackson,TN,47087,11786
Jefferson,TN,47089,54495
Johnson,TN,47091,17788
Knox,TN,47093,470313
Lake,TN,47095,7016
Lauderdale,TN,47097,25633
Lawrence,TN,47099,44142
Lewis,TN,47101,12268
Lincoln,TN,47103,34366
Loudon,TN,47105,54068
McMinn,TN,47107,53794
McNairy,TN,47109,25694
Macon,TN,47111,24602
Madison,TN,47113,97984
Marion,TN,47115,28907
Marshall,TN,47117,34375
Maury,TN,47119,96387
Meigs,TN,47121,12422
Monroe,TN,47123,46545
Montgomery,TN,47125,208993
Moore,TN,47127,6488
Morgan,TN,47129,21403
Obion,TN,47131,30069
Overton,TN,47133,22241
Perry,TN,47135,8076
Pickett,TN,47137,5048
Polk,TN,47139,16832
Putnam,TN,47141,80245
Rhea,TN,47143,33167
Roane,TN,47145,53382
Robertson,TN,47147,71813
Rutherford,TN,47149,332285
Scott,TN,47151,22068
Sequatchie,TN,47153,15026
Sevier,TN,47155,98250
Shelby,TN,47157,937166
Smith,TN,47159,20157
Stewart,TN,47161,13715
Sullivan,TN,47163,158348
Sumner,TN,47165,191283
Tipton,TN,47167,61599
Trousdale,TN,47169,11284
Unicoi,TN,47171,17883
Union,TN,47173,19972
Van Buren,TN,47175,5872
Warren,TN,47177,41277
Washington,TN,47179,129375
Wayne,TN,47181,16673
Weakley,TN,47183,33328
White,TN,47185,27345
Williamson,TN,47187,238412
Wilson,TN,47189,144657
Anderson,TX,48001,57735
Andrews,TX,48003,18705
Angelina,TX,48005,86715
Aransas,TX,48007,23510
Archer,TX,48009,8553
Armstrong,TX,48011,1887
Atascosa,TX,48013,51153
Austin,TX,48015,30032
Bailey,TX,48017,7000
Bandera,TX,48019,23112
Bastrop,TX,48021,88723
Baylor,TX,48023,3509
Bee,TX,48025,32565
Bell,TX,48027,362924
Bexar,TX,48029,2003554
Blanco,TX,48031,11931
Bosque,TX,48035,18685
Bowie,TX,48037,93245
Brazoria,TX,48039,374264
Brazos,TX,48041,229211
Brewster,TX,48043,9203
Briscoe,TX,48045,1546
Brooks,TX,48047,7093
Brown,TX,48049,37864
Burleson,TX,48051,18443
Burnet,TX,48053,48155
Caldwell,TX,48055,43664
Calhoun,TX,48057,21290
Callahan,TX,48059,13943
Cameron,TX,48061,423163
Camp,TX,48063,13094
Carson,TX,48065,5926
Castro,TX,48069,7530
Chambers,TX,48071,43837
Cherokee,TX,48073,52646
Childress,TX,48075,7306
Clay,TX,48077,10471
Cochran,TX,48079,2853
Coke,TX,48081,3387
Coleman,TX,48083,8175
Collin,TX,48085,1034730
Collingsworth,TX,48087,2920
Colorado,TX,48089,21493
Comal,TX,48091,156209
Comanche,TX,48093,13635
Concho,TX,48095,2726
Cooke,TX,48097,41257
Coryell,TX,48099,75951
Cottle,TX,48101,1398
Crane,TX,48103,4797
Crockett,TX,48105,3464
Crosby,TX,48107,5737
Culberson,TX,48109,2171
Dallam,TX,48111,7287
Dallas,TX,48113,2635516
Dawson,TX,48115,12728
Deaf Smith,TX,48117,18546
Delta,TX,48119,5331
Denton,TX,48121,887207
DeWitt,TX,48123,20160
Dickens,TX,48125,2211
Dimmit,TX,48127,10124
Donley,TX,48129,3278
Duval,TX,48131,11157
Eastland,TX,48133,18360
Ector,TX,48135,166223
Edwards,TX,48137,1932
Ellis,TX,48139,184826
El Paso,TX,48141,839238
Erath,TX,48143,42698
Falls,TX,48145,17297
Fannin,TX,48147,35514
Fayette,TX,48149,25346
Fisher,TX,48151,3830
Floyd,TX,48153,5712
Foard,TX,48155,1155
Fort Bend,TX,48157,811688
Franklin,TX,48159,10725
Freestone,TX,48161,19717
Frio,TX,48163,20306
Gaines,TX,48165,21492
Galveston,TX,48167,342139
Garza,TX,48169,6229
Gillespie,TX,48171,26988
Glasscock,TX,48173,1409
Goliad,TX,48175,7658
Gonzales,TX,48177,20837
Gray,TX,48179,21886
Grayson,TX,48181,136212
Gregg,TX,48183,123945
Grimes,TX,48185,28880
Guadalupe,TX,48187,166847
Hale,TX,48189,33406
Hall,TX,48191,2964
Hamilton,TX,48193,8461
Hansford,TX,48195,5399
Hardeman,TX,48197,3933
Hardin,TX,48199,57602
Harris,TX,48201,4713325
Hartley,TX,48205,5576
Haskell,TX,48207,5658
Hays,TX,48209,230191
Hemphill,TX,48211,3819
Henderson,TX,48213,82737
Hidalgo,TX,48215,868707
Hill,TX,48217,36649
Hockley,TX,48219,23021
Hood,TX,48221,61643
Hopkins,TX,48223,37084
Houston,TX,48225,22968
Howard,TX,48227,36664
Hudspeth,TX,48229,4886
Hunt,TX,48231,98594
Hutchinson,TX,48233,20938
Irion,TX,48235,1536
Jack,TX,48237,8935
Jackson,TX,48239,14760
Jasper,TX,48241,35529
Jeff Davis,TX,48243,2274
Jefferson,TX,48245,251565
Jim Hogg,TX,48247,5200
Jim Wells,TX,48249,40482
Johnson,TX,48251,175817
Jones,TX,48253,20083
Karnes,TX,48255,15601
Kaufman,TX,48257,136154
Kendall,TX,48259,47431
Kenedy,TX,48261,404
Kent,TX,48263,762
Kerr,TX,48265,52600
Kimble,TX,48267,4337
Kinney,TX,48271,3667
Kleberg,TX,48273,30680
Knox,TX,48275,3664
Lamar,TX,48277,49859
Lamb,TX,48279,12893
Lampasas,TX,48281,21428
La Salle,TX,48283,7520
Lavaca,TX,48285,20154
Lee,TX,48287,17239
Leon,TX,48289,17404
Liberty,TX,48291,88219
Limestone,TX,48293,23437
Lipscomb,TX,48295,3233
Live Oak,TX,48297,12207
Llano,TX,48299,21795
Lubbock,TX,48303,310569
Lynn,TX,48305,5951
McCulloch,TX,48307,7984
McLennan,TX,48309,256623
McMullen,TX,48311,743
Madison,TX,48313,14284
Martin,TX,48317,5771
Mason,TX,48319,4274
Matagorda,TX,48321,36643
Maverick,TX,48323,58722
Medina,TX,48325,51584
Menard,TX,48327,2138
Midland,TX,48329,176832
Milam,TX,48331,24823
Mills,TX,48333,4873
Mitchell,TX,48335,8545
Montague,TX,48337,19818
Montgomery,TX,48339,607391
Moore,TX,48341,20940
Morris,TX,48343,12388
Motley,TX,48345,1200
Nacogdoches,TX,48347,65204
Navarro,TX,48349,50113
Newton,TX,48351,13595
Nolan,TX,48353,14714
Nueces,TX,48355,362294
Ochiltree,TX,48357,9836
Oldham,TX,48359,2112
Orange,TX,48361,83396
Palo Pinto,TX,48363,29189
Panola,TX,48365,23194
Parker,TX,48367,142878
Parmer,TX,48369,9605
Pecos,TX,48371,15823
Polk,TX,48373,51353
Potter,TX,48375,117415
Presidio,TX,48377,6704
Rains,TX,48379,12514
Randall,TX,48381,137713
Reagan,TX,48383,3849
Real,TX,48385,3452
Red River,TX,48387,12023
Reeves,TX,48389,15976
Refugio,TX,48391,6948
Roberts,TX,48393,854
Robertson,TX,48395,17074
Rockwall,TX,48397,104915
Runnels,TX,48399,10264
Rusk,TX,48401,54406
Sabine,TX,48403,10542
San Augustine,TX,48405,8237
San Jacinto,TX,48407,28859
San Patricio,TX,48409,66730
San Saba,TX,48411,6055
Schleicher,TX,48413,2793
Scurry,TX,48415,16703
Shackelford,TX,48417,3265
Shelby,TX,48419,25274
Sherman,TX,48421,3022
Smith,TX,48423,232751
Somervell,TX,48425,9128
Starr,TX,48427,64633
Stephens,TX,48429,9366
Sutton,TX,48435,3776
Swisher,TX,48437,7397
Tarrant,TX,48439,2102515
Taylor,TX,48441,138034
Terrell,TX,48443,776
Terry,TX,48445,12337
Throckmorton,TX,48447,1501
Titus,TX,48449,32750
Tom Green,TX,48451,119200
Travis,TX,48453,1273954
Trinity,TX,48455,14651
Tyler,TX,48457,21672
Upshur,TX,48459,41753
Upton,TX,48461,3657
Uvalde,TX,48463,26741
Val Verde,TX,48465,49025
Van Zandt,TX,48467,56590
Victoria,TX,48469,92084
Walker,TX,48471,72971
Waller,TX,48473,55246
Ward,TX,48475,11998
Washington,TX,48477,35882
Webb,TX,48479,276652
Wharton,TX,48481,41556
Wheeler,TX,48483,5056
Wichita,TX,48485,132230
Wilbarger,TX,48487,12769
Willacy,TX,48489,21358
Williamson,TX,48491,590551
Wilson,TX,48493,51070
Winkler,TX,48495,8010
Wise,TX,48497,69984
Wood,TX,48499,45539
Yoakum,TX,48501,8713
Young,TX,48503,18010
Zapata,TX,48505,14179
Zavala,TX,48507,11840
Beaver,UT,49001,6710
Box Elder,UT,49003,56046
Cache,UT,49005,128289
Carbon,UT,49007,20463
Davis,UT,49011,355481
Duchesne,UT,49013,19938
Emery,UT,49015,10012
Garfield,UT,49017,5051
Grand,UT,49019,9754
Iron,UT,49021,54839
Juab,UT,49023,12017
Kane,UT,49025,7886
Millard,UT,49027,13188
Morgan,UT,49029,12124
Piute,UT,49031,1479
Rich,UT,49033,2483
Salt Lake,UT,49035,1160437
San Juan,UT,49037,15308
Sanpete,UT,49039,30939
Sevier,UT,49041,21620
Summit,UT,49043,42145
Tooele,UT,49045,72259
Uintah,UT,49047,35734
Utah,UT,49049,636235
Wasatch,UT,49051,34091
Washington,UT,49053,177556
Weber,UT,49057,260213
Addison,VT,50001,36777
Bennington,VT,50003,35470
Caledonia,VT,50005,29993
Chittenden,VT,50007,163774
Essex,VT,50009,6163
Franklin,VT,50011,49402
Grand Isle,VT,50013,7235
Lamoille,VT,50015,25362
Orange,VT,50017,28892
Orleans,VT,50019,27037
Rutland,VT,50021,58191
Washington,VT,50023,58409
Windham,VT,50025,42222
Windsor,VT,50027,55062
Accomack,VA,51001,32316
Albemarle,VA,51003,109330
Alleghany,VA,51005,14860
Amelia,VA,51007,13145
Amherst,VA,51009,31605
Appomattox,VA,51011,15911
Arlington,VA,51013,236842
Augusta,VA,51015,75558
Bath,VA,51017,4147
Bedford,VA,51019,78997
Bland,VA,51021,6280
Botetourt,VA,51023,33419
Brunswick,VA,51025,16231
Buchanan,VA,51027,21004
Buckingham,VA,51029,17148
Campbell,VA,51031,54885
Caroline,VA,51033,30725
Carroll,VA,51035,29791
Charles City,VA,51036,6963
Charlotte,VA,51037,11880
Chesterfield,VA,51041,352802
Clarke,VA,51043,14619
Craig,VA,51045,5131
Culpeper,VA,51047,52605
Cumberland,VA,51049,9932
Dickenson,VA,51051,14318
Dinwiddie,VA,51053,28544
Essex,VA,51057,10953
Fairfax,VA,51059,1147532
Fauquier,VA,51061,71222
Floyd,VA,51063,15749
Fluvanna,VA,51065,27270
Franklin,VA,51067,56042
Frederick,VA,51069,89313
Giles,VA,51071,16720
Gloucester,VA,51073,37348
Goochland,VA,51075,23753
Grayson,VA,51077,15550
Greene,VA,51079,19819
Greensville,VA,51081,11336
Halifax,VA,51083,33911
Hanover,VA,51085,107766
Henrico,VA,51087,330818
Henry,VA,51089,50557
Highland,VA,51091,2190
Isle of Wight,VA,51093,37109
James City,VA,51095,76523
King and Queen,VA,51097,7025
King George,VA,51099,26836
King William,VA,51101,17148
Lancaster,VA,51103,10603
Lee,VA,51105,23423
Loudoun,VA,51107,413538
Louisa,VA,51109,37591
Lunenburg,VA,51111,12196
Madison,VA,51113,13261
Mathews,VA,51115,8834
Mecklenburg,VA,51117,30587
Middlesex,VA,51119,10582
Montgomery,VA,51121,98535
Nelson,VA,51125,14930
New Kent,VA,51127,23091
Northampton,VA,51131,11710
Northumberland,VA,51133,12095
Nottoway,VA,51135,15232
Orange,VA,51137,37051
Page,VA,51139,23902
Patrick,VA,51141,17608
Pittsylvania,VA,51143,60354
Powhatan,VA,51145,29652
Prince Edward,VA,51147,22802
Prince George,VA,51149,38353
Prince William,VA,51153,470335
Pulaski,VA,51155,34027
Rappahannock,VA,51157,7370
Richmond,VA,51159,9023
Roanoke,VA,51161,94186
Rockbridge,VA,51163,22573
Rockingham,VA,51165,81948
Russell,VA,51167,26586
Scott,VA,51169,21566
Shenandoah,VA,51171,43616
Smyth,VA,51173,30104
Southampton,VA,51175,17631
Spotsylvania,VA,51177,136215
Stafford,VA,51179,152882
Surry,VA,51181,6422
Sussex,VA,51183,11159
Tazewell,VA,51185,40595
Warren,VA,51187,40164
Washington,VA,51191,53740
Westmoreland,VA,51193,18015
Wise,VA,51195,37383
Wythe,VA,51197,28684
York,VA,51199,68280
Alexandria city,VA,51510,159428
Bristol city,VA,51520,16762
Buena Vista city,VA,51530,6478
Charlottesville city,VA,51540,47266
Chesapeake city,VA,51550,244835
Colonial Heights city,VA,51570,17370
Covington city,VA,51580,5538
Danville city,VA,51590,40044
Emporia city,VA,51595,5346
Fairfax city,VA,51600,24019
Falls Church city,VA,51610,14617
Franklin city,VA,51620,7967
Fredericksburg city,VA,51630,29036
Galax city,VA,51640,6347
Hampton city,VA,51650,134510
Harrisonburg city,VA,51660,53016
Hopewell city,VA,51670,22529
Lexington city,VA,51678,7446
Lynchburg city,VA,51680,82168
Manassas city,VA,51683,41085
Manassas Park city,VA,51685,17478
Martinsville city,VA,51690,12554
Newport News city,VA,51700,179225
Norfolk city,VA,51710,242742
Norton city,VA,51720,3981
Petersburg city,VA,51730,31346
Poquoson city,VA,51735,12271
Portsmouth city,VA,51740,94398
Radford city,VA,51750,18249
Richmond city,VA,51760,230436
Roanoke city,VA,51770,99143
Salem city,VA,51775,25301
Staunton city,VA,51790,24932
Suffolk city,VA,51800,92108
Virginia Beach city,VA,51810,449974
Waynesboro city,VA,51820,22630
Williamsburg city,VA,51830,14954
Winchester city,VA,51840,28078
Adams,WA,53001,19983
Asotin,WA,53003,22582
Benton,WA,53005,204390
Chelan,WA,53007,77200
Clallam,WA,53009,77331
Clark,WA,53011,488241
Columbia,WA,53013,3985
Cowlitz,WA,53015,110593
Douglas,WA,53017,43429
Ferry,WA,53019,7627
Franklin,WA,53021,95222
Garfield,WA,53023,2225
Grant,WA,53025,97733
Grays Harbor,WA,53027,75061
Island,WA,53029,85141
Jefferson,WA,53031,32221
King,WA,53033,2252782
Kitsap,WA,53035,271473
Kittitas,WA,53037,47935
Klickitat,WA,53039,22425
Lewis,WA,53041,80707
Lincoln,WA,53043,10939
Mason,WA,53045,66768
Okanogan,WA,53047,42243
Pacific,WA,53049,22471
Pend Oreille,WA,53051,13724
Pierce,WA,53053,904980
San Juan,WA,53055,17582
Skagit,WA,53057,129205
Skamania,WA,53059,12083
Snohomish,WA,53061,822083
Spokane,WA,53063,522798
Stevens,WA,53065,45723
Thurston,WA,53067,290536
Wahkiakum,WA,53069,4488
Walla Walla,WA,53071,60760
Whatcom,WA,53073,229247
Whitman,WA,53075,50104
Yakima,WA,53077,250873
Barbour,WV,54001,16441
Berkeley,WV,54003,119171
Boone,WV,54005,21457
Braxton,WV,54007,13957
Brooke,WV,54009,21939
Cabell,WV,54011,91945
Calhoun,WV,54013,7109
Clay,WV,54015,8508
Fayette,WV,54019,42406
Gilmer,WV,54021,7823
Grant,WV,54023,11568
Greenbrier,WV,54025,34662
Hampshire,WV,54027,23175
Hancock,WV,54029,28810
Hardy,WV,54031,13776
Harrison,WV,54033,67256
Jackson,WV,54035,28576
Jefferson,WV,54037,57146
